,S&P GSCI,GOLD,MSCI World
1981-10-01,,,2.7420952971141777
1981-10-02,,,2.8840123418036434
1981-10-05,,,2.9872688400802483
1981-10-06,,,2.889324913150726
1981-10-07,,,2.5192528484597743
1981-10-08,,,2.5603906653049346
1981-10-09,,,2.661935564235729
1981-10-12,,,2.644126219726961
1981-10-13,,,2.5183191095104362
1981-10-14,,,2.390588587537734
1981-10-15,,,2.351754225411984
1981-10-16,,,2.1977245548884694
1981-10-19,,,2.0815511385035457
1981-10-20,,,2.177656650777471
1981-10-21,,,2.161166435430273
1981-10-22,,,2.1112083339148713
1981-10-23,,,2.1565866533152844
1981-10-26,,,2.0670145545817142
1981-10-27,,,2.1193507491084063
1981-10-28,,,2.087270153459908
1981-10-29,,,2.016273387873335
1981-10-30,,,2.2056387842999126
1981-11-02,,,2.4506609968419912
1981-11-03,,,2.446095627786904
1981-11-04,,,2.474439383915361
1981-11-05,,,2.453188455844213
1981-11-06,,,2.4001395735119724
1981-11-09,,,2.467359787511314
1981-11-10,,,2.349424353722429
1981-11-11,,,2.2993425930451394
1981-11-12,,,2.392048637667399
1981-11-13,,,2.4086551777311005
1981-11-16,,,2.2994927070683735
1981-11-17,,,2.2832788205902066
1981-11-18,,,2.22797904469052
1981-11-19,,,2.3133828074936913
1981-11-20,,,2.3681034475045104
1981-11-23,,,2.3521474524326402
1981-11-24,,,2.4009184851795595
1981-11-25,,,2.463029296743291
1981-11-26,,,2.4289958311538573
1981-11-27,,,2.461625508863974
1981-11-30,,,2.5449900444859175
1981-12-01,,,2.453394214273774
1981-12-02,,,2.3640135763706605
1981-12-03,,,2.3618407070812752
1981-12-04,,,2.4415529674669534
1981-12-07,,,2.3970465930419405
1981-12-08,,,2.320089389399249
1981-12-09,,,2.268552256489831
1981-12-10,,,2.3254011833889088
1981-12-11,,,2.332780844184401
1981-12-14,,,2.111623513919181
1981-12-15,,,2.1363981076264693
1981-12-16,,,2.1450503035069124
1981-12-17,,,2.1470803837768226
1981-12-18,,,2.186979386227561
1981-12-21,,,2.195435546490354
1981-12-22,,,2.1623789173824903
1981-12-23,,,2.094869482463202
1981-12-24,,,2.141745884396462
1981-12-28,,,2.1347520819436028
1981-12-29,,,2.1153781896174673
1981-12-30,,,2.1973361395722035
1981-12-31,,,2.1680073790494303
1982-01-04,,,2.209744937846536
1982-01-05,,,2.0144672609273773
1982-01-06,,,1.9151564483727679
1982-01-07,,,1.8045211517419668
1982-01-08,,,1.7989804236118623
1982-01-11,,,1.6169740104391206
1982-01-12,,,1.560665070619005
1982-01-13,,,1.479891024539426
1982-01-14,,,1.4056170052363814
1982-01-15,,,1.4779723709062997
1982-01-18,,,1.5091091155588376
1982-01-19,,,1.528221402260832
1982-01-20,,,1.4608251079938128
1982-01-21,,,1.5378137115331203
1982-01-22,,,1.545032490760856
1982-01-25,,,1.5028118531640322
1982-01-26,,,1.561915839468897
1982-01-27,,,1.679322075650469
1982-01-28,,,1.8185224165597758
1982-01-29,,,1.9080812771858469
1982-02-01,,,1.6728045164612793
1982-02-02,,,1.636769461454568
1982-02-03,,,1.6654298466671547
1982-02-04,,,1.6581611664034934
1982-02-05,,,1.685890737299367
1982-02-08,,,1.499680139114612
1982-02-09,,,1.446431701889228
1982-02-10,,,1.6176355026321643
